Li,C,N,Mg,Al,Si,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Zr,Nb,Mo,Sn,Hf,Ta,W,Re,dHmix,dSmix,dGmix,电子数差,原子尺寸差,电子浓度,元素种类,密度,熔点
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523.0
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,1.0,1.0,0.0,0,2.247933884,14.69798576,595.2103931,0.232176194,5.486928917,4.545454545,6,9.933453944,2304.310893
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0,0,-1.92,13.38161053,597.8068035,0.311229819,6.087901644,4.6,5,10.21042994,2302.643987
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.025760676,1801.2
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.5,0.0,0.0,0,0.52892562,12.60229632,513.4386746,0.119627521,6.436207738,4.363636364,5,6.887990805,1971.746058
0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-0.96,9.923722948,380.7230282,0.138289551,4.045008413,7.5,4,7.715282655,1447.2
0,0.0,0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.27,12.83,469.9351993,0.11,3.49,7.88,5,7.64,1806.29
0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,-13.6,13.38,555.5965658,0.23,4.87,4.8,5,6.57,2140.09
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5
0,0.0,0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.67,9.87162138,418.0273851,0.085934568,1.720623695,7.85,4,7.93055543,1588.7
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523.0
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,3.111111111,9.134370237,626.5960266,0.041096093,1.064065164,4.666666667,3,9.975229265,2374.666667
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-5.777777778,9.134370237,368.7904174,0.163095064,3.73468262,8.666666667,3,8.372634415,1397.666667
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,-11.6,14.59,458.3715626,0.15,5.44,7.11,6,7.04,1773.86
0,0.0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.5,0.0,0.0,0,-1.777777778,10.58454586,474.5036779,0.123107902,6.956581546,4.222222222,4,6.52433557,1808.222222
0,0.0,0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,45.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-5.82,11.61262282,407.5763649,0.092714616,1.739286365,8.1,5,7.929630605,1559.303243
0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0,0.75,0.5,0.0,0,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0,-11.94453931,13.2671945,361.0007326,0.124400344,5.422491548,7.652892562,6,7.083622569,1389.938697
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892.0
0,0.08,0,0.0,1.6,0.24,0.0,0.0,0.0,25.0,73.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0,0.0,0.0,0.0,0,-1.347568351,5.506526269,384.2598339,0.124537702,4.212506036,7.657028514,5,7.617485589,1436.525445
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0,-1.12,13.38161053,621.8810016,0.311152696,6.301264119,4.8,5,10.92817442,2395.370077
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0,0.0,0.0,0.0,0,-19.30578512,13.2546386,443.5350562,0.121437669,6.72027796,4.181818182,5,5.853909651,1707.650753
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0,0.75,0.5,0.0,0,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0,2.5,11.53,609.5544375,0.13,4.12,4.25,4,8.4,2331.25
0,0.0,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0,0.0,15.0,0.0,0,2.36,11.18422299,552.5383758,0.101354576,4.717914152,4.4,4,7.796933033,2110.4
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523.0
0,0.0,0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-2.617631152,12.82599837,556.4224189,0.296132452,6.370142047,4.76744186,5,7.25840086,2138.665021
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0,0.0,0.0,0.0,0,-19.30578512,13.2546386,443.5350562,0.121437669,6.72027796,4.181818182,5,5.853909651,1707.650753
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.910836763,13.2962002,330.4270239,0.124087893,5.499922873,7.777777778,5,6.902073515,1272.341548
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-11.5,11.53,362.5871647,0.11,6.2,6.5,4,6.26,1386.75
0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7,0,0.0,0.0,0.0,0,-4.702985534,13.15521366,565.3280325,0.306634347,6.665391778,4.947368421,5,7.472144913,2175.655488
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523.0
0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0,-2.56,13.38,678.12488,0.24,3.34,5.0,5,9.37,2612.0
0,0.0,0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0,0.0,0.5,0.0,0,-15.12,12.51,556.3368171,0.08,3.07,4.2,5,6.85,2135.79
0,0.0,0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,35.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-6.26,13.37699643,403.4622915,0.113643082,2.403624139,7.95,6,7.871764882,1554.05548
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,0.0,0,-12.65306122,12.56917544,362.0703037,0.14744229,6.204006605,6.714285714,5,6.486249288,1390.322967
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15
0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.5,0.0,0,-16.84,14.53,560.6278523,0.22,4.34,4.3,5,7.15,2169.09
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693.0
0,0.0,0,0.0,0.0,0.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0,0,0.0,1.0,0.0,0,-4.2436,12.52475172,609.4889242,0.276687839,4.591778618,5.41,6,8.379820089,2339.92739
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,-17.44,13.38,515.8708658,0.11,5.53,4.2,5,5.76,1987.09
0,0.0,0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.5,0.0,0.0,0,-39.45022907,14.55068902,526.8532776,0.270411629,10.63629522,4.408163265,6,6.84348575,2038.669501
0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,-13.75206612,13.2546386,437.0693929,0.040696417,6.288154515,4.727272727,5,5.86780852,1682.737057
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-14.63666667,12.91925854,378.8816252,0.12911663,5.631744257,8.091666667,6,7.432029989,1456.840901
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75
0,0.0,0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.27,12.83,469.9351993,0.11,3.49,7.88,5,7.64,1806.29
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,-16.25,11.53,510.3391989,0.03,3.3,4.25,4,5.5,1951.87
0,0.0,0,0.0,13.0,0.0,4.0,0.0,0.0,33.0,36.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-11.8635355,11.80885555,342.0813631,0.149505967,5.723897154,7.25,5,6.861238055,1309.742822
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.5,0.0,0.0,0,-0.25,12.96707842,546.8122337,0.258988417,5.730437906,4.5,5,7.889823331,2102.85867
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.5,0.0,0.0,0,-2.644628099,13.2546386,558.7155823,0.306386565,6.040284007,4.545454545,5,9.178313444,2151.022925
0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0,-2.56,13.38,678.12488,0.24,3.34,5.0,5,9.37,2612.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-9.469387755,11.23935679,359.9488094,0.097079811,5.123177534,8.142857143,4,7.387194216,1375.142857
0,0.0,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0,0.0,5.0,0.0,0,2.14,9.996163975,519.9081231,0.10219956,4.583851177,4.3,4,6.661832874,1976.8
0,0.0,0,10.0,85.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.203718853,4.581574318,175.7208702,0.103531114,4.205199849,3.245264207,4,2.755365447,654.6572705
0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,-13.75206612,13.2546386,437.0693929,0.040696417,6.288154515,4.727272727,5,5.86780852,1682.737057
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.52,13.27656913,366.5473153,0.140484875,3.225328437,8.15,5,7.960005317,1411.292751
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,-17.44,13.38,515.8708658,0.11,5.53,4.2,5,5.76,1987.09
0,0.0,0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,45.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.9,11.06508518,411.0116893,0.087384209,1.724828537,7.9,5,7.930370606,1569.155413
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892.0
0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.0,0.0,0,-1.777777778,13.14594406,534.0179899,0.228089218,6.969406971,4.666666667,5,6.832962954,2055.075745
0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71
0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0,-19.36,13.38161053,473.9272514,0.133955216,4.968270135,4.0,5,7.439877924,1825.551003
0,0.0,0,0.0,10.0,0.0,0.0,0.0,18.0,0.0,36.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346
0,0.0,0,0.0,14.0,0.0,0.0,0.0,34.0,0.0,34.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523.0
0,0.0,0,0.0,9.5,0.0,6.0,0.0,8.0,0.0,15.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0,-14.2653,13.46867203,366.4755972,0.126940685,5.828183,8.075,7,7.474871348,1412.121864
0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0,-7.04,13.38161053,622.7562125,0.355662762,7.65394798,5.0,5,10.77298381,2398.764023
0,0.0,0,0.0,13.0,0.0,2.0,0.0,0.0,33.0,36.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-10.87543253,11.46079052,341.2440474,0.148891199,5.55053626,7.31372549,5,6.924875452,1304.794503
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693.0
0,0.0,0,0.0,8.0,0.0,0.0,0.0,18.4,18.4,18.4,18.4,18.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-8.290304,14.62889906,366.2250966,0.13929684,4.66829647,7.6,6,7.436712419,1417.470396
0,1.1,0,0.0,7.5,0.0,0.0,0.0,6.0,34.8,40.4,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-8.1781746,11.54335869,355.5740424,0.165555851,6.453990904,7.346191889,6,7.21529413,1360.004545
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-8.5281,12.8283229,515.9997301,0.132166181,4.93564939,4.1625,5,8.078781404,1983.337556
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,21.0,0.0,0.0,0.0,0.0,33.0,28.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-13.4844,11.29676653,324.7052707,0.14752071,5.708363976,6.98,4,6.482580111,1240.79
0,1.1,0,0.0,7.5,0.0,0.0,0.0,6.0,34.8,40.4,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-8.1781746,11.54335869,355.5740424,0.165555851,6.453990904,7.346191889,6,7.21529413,1360.004545
0,0.0,0,0.0,13.0,0.0,0.0,0.0,0.0,33.0,36.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79
0,0.0,0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.346938776,12.56917544,408.1727091,0.111625792,3.658435996,8.047619048,5,7.926436279,1567.326205
