nelements,radius_mean,radius_mean_wtd,radius_std,radius_std_wtd,radius_range,radius_range_wtd,radius_entropy,radius_entropy_wtd,mass_mean,mass_mean_wtd,mass_std,mass_std_wtd,mass_range,mass_range_wtd,mass_entropy,mass_entropy_wtd,valence_mean,valence_mean_wtd,valence_std,valence_std_wtd,valence_range,valence_range_wtd,valence_entropy,valence_entropy_wtd,electronnegativity_mean,electronnegativity_mean_wtd,electronnegativity_std,electronnegativity_std_wtd,electronnegativity_range,electronnegativity_range_wtd,electronnegativity_entropy,electronnegativity_entropy_wtd,firstionization_mean,firstionization_mean_wtd,firstionization_std,firstionization_std_wtd,firstionization_range,firstionization_range_wtd,firstionization_entropy,firstionization_entropy_wtd,shell_range,d_mean,d_ratio,d_unfill
2,1.13,0.6390909090909092,0.6,0.3449757447456413,1.2,0.3245454545454545,0.5446725334918512,0.5579966367358649,69.9565,13.544090909090908,68.9485,39.64260022765809,137.897,11.711363636363638,0.0427185268297257,0.2475378736513979,2.0,1.1818181818181817,1.0,0.5749595745760689,2,0.6363636363636364,0.5623351446188083,0.5402041423888608,1.65,2.1,0.55,0.3162277660168379,1.1,1.9,0.6365141682948128,0.1914440819577173,9.58765,12.869172727272728,4.01075,2.3060191137309687,8.0215,11.855190909090908,0.6029000357778588,0.1660190804948934,5,0.0909090909090909,0.0769230769230769,1.6363636363636365
2,1.4,1.41,0.0299999999999999,0.0282842712474618,0.0599999999999998,0.4966666666666666,0.6929175711491787,0.6297574160842663,155.72,146.34666666666666,28.120000000000005,26.511790249287625,56.24000000000001,23.78666666666666,0.6767527263164891,0.6798793498069866,6.0,6.0,0.0,0.0,0,2.0,0.6931471805599453,0.6365141682948128,2.23,2.1866666666666665,0.1299999999999999,0.1225651754056681,0.2599999999999998,0.6133333333333333,0.6914470070947,0.6532777329645801,8.4368,8.627733333333333,0.5728000000000004,0.5400410190182063,1.1456000000000008,3.385066666666667,0.6908406742487989,0.6140716430151398,2,8.0,0.4615384615384614,2.0
3,1.69,1.4377419354838707,0.4108527716834827,0.1544753801747219,0.8999999999999999,0.8493548387096773,1.07034961713379,0.7989309609962751,116.846,142.8870322580645,59.577949097519856,32.23776886889229,144.74200000000002,81.06135483870966,0.9509867190662374,0.7244160872009279,4.333333333333334,5.838709677419354,2.357022603955158,0.8834234798470422,5,3.838709677419355,0.9110175397125628,0.6672280651488558,1.7600000000000002,2.1425806451612903,0.6731022705849882,0.2698980421821865,1.54,1.3283870967741938,1.0158616895540244,0.7117341900212768,7.071433333333333,8.489441935483871,1.9867524998236588,0.9251874097068796,4.668900000000001,5.672622580645162,1.0562162923180862,0.688003322743139,2,7.741935483870967,0.4606525911708253,1.9354838709677415
3,1.69,1.46375,0.4108527716834827,0.2099665151875412,0.8999999999999999,0.751875,1.07034961713379,0.886992797602985,116.846,139.643625,59.577949097519856,36.508996796808525,144.74200000000002,77.306375,0.9509867190662374,0.7561213178920368,4.333333333333334,5.6875,2.357022603955158,1.2103072956898178,5,3.6875,0.9110175397125628,0.6900178012070621,1.7600000000000002,2.10125,0.6731022705849882,0.3514590125462712,1.54,1.26125,1.0158616895540244,0.7520094119244481,7.071433333333333,8.35979375,1.9867524998236588,1.1620201539069528,4.668900000000001,5.35970625,1.0562162923180862,0.7373092423093649,2,7.5,0.4597701149425287,1.875
3,1.69,1.4881818181818185,0.4108527716834827,0.2486990946292758,0.8999999999999999,0.6603030303030304,1.07034961713379,0.9449686996409672,116.846,136.5967878787879,59.577949097519856,39.86952039732332,144.74200000000002,73.7789696969697,0.9509867190662374,0.7828139887999499,4.333333333333334,5.545454545454546,2.357022603955158,1.4373989364401725,5,3.545454545454546,0.9110175397125628,0.7097292144087657,1.7600000000000002,2.0624242424242425,0.6731022705849882,0.4099004336090789,1.54,1.1981818181818182,1.0158616895540244,0.7851568848719179,7.071433333333333,8.238003030303032,1.9867524998236588,1.3356752130811227,4.668900000000001,5.065754545454546,1.0562162923180862,0.7769450046434726,2,7.272727272727272,0.4588910133843212,1.8181818181818183
3,1.69,1.5111764705882351,0.4108527716834827,0.2783540351030167,0.8999999999999999,0.5741176470588235,1.07034961713379,0.9848521697943722,116.846,133.72917647058824,59.577949097519856,42.593330281844246,144.74200000000002,70.45905882352942,0.9509867190662374,0.8062002493983603,4.333333333333334,5.411764705882353,2.357022603955158,1.6109486985446064,5,3.411764705882353,0.9110175397125628,0.7274093428717513,1.7600000000000002,2.0258823529411765,0.6731022705849882,0.4551284088167984,1.54,1.1388235294117648,1.0158616895540244,0.8136133514477937,7.071433333333333,8.123376470588235,1.9867524998236588,1.4714455631550631,4.668900000000001,4.789094117647059,1.0562162923180862,0.8102455846576501,2,7.058823529411765,0.4580152671755725,1.7647058823529411
3,1.69,1.532857142857143,0.4108527716834827,0.3020744603435331,0.8999999999999999,0.4928571428571427,1.07034961713379,1.0125396902655035,116.846,131.02542857142856,59.577949097519856,44.84313019167769,144.74200000000002,67.32885714285715,0.9509867190662374,0.8271068484997491,4.333333333333334,5.285714285714286,2.357022603955158,1.749635530559413,5,3.2857142857142856,0.9110175397125628,0.7435619200548542,1.7600000000000002,1.9914285714285715,0.6731022705849882,0.4915116208894635,1.54,1.0828571428571427,1.0158616895540244,0.8385677070913209,7.071433333333333,8.0153,1.9867524998236588,1.5812742827045718,4.668900000000001,4.528242857142858,1.0562162923180862,0.8388492710456421,2,6.857142857142858,0.4571428571428572,1.7142857142857142
3,1.69,1.5533333333333332,0.4108527716834827,0.3215414263961782,0.8999999999999999,0.4161111111111111,1.07034961713379,1.0315236659607845,116.846,128.47188888888888,59.577949097519856,46.72544904235674,144.74200000000002,64.37255555555555,0.9509867190662374,0.8460298634291223,4.333333333333334,5.166666666666666,2.357022603955158,1.8633899812498247,5,3.166666666666667,0.9110175397125628,0.7584873205812663,1.7600000000000002,1.958888888888889,0.6731022705849882,0.5214710910160141,1.54,1.03,1.0158616895540244,0.8607371921591769,7.071433333333333,7.913227777777778,1.9867524998236588,1.672013116909459,4.668900000000001,4.281883333333334,1.0562162923180862,0.8637489753267376,2,6.666666666666666,0.456273764258555,1.6666666666666663
3,1.69,1.5727027027027023,0.4108527716834827,0.3377881044474611,0.8999999999999999,0.4027027027027026,1.07034961713379,1.0440783780849283,116.846,126.05637837837838,59.577949097519856,48.314689619680045,144.74200000000002,61.57605405405403,0.9509867190662374,0.8633028184315555,4.333333333333334,5.0540540540540535,2.357022603955158,1.9582941548904649,5,3.054054054054054,0.9110175397125628,0.7723864034291388,1.7600000000000002,1.928108108108108,0.6731022705849882,0.546526317151941,1.54,0.98,1.0158616895540244,0.8806060131358331,7.071433333333333,7.816672972972973,1.9867524998236588,1.7480538450561205,4.668900000000001,4.04884054054054,1.0562162923180862,0.8856168410776085,2,6.486486486486486,0.4554079696394686,1.6216216216216215
3,1.69,1.5910526315789475,0.4108527716834827,0.3515064532887001,0.8999999999999999,0.3921052631578946,1.07034961713379,1.051773336085197,116.846,123.768,59.577949097519856,49.66524982319127,144.74200000000002,58.92673684210526,0.9509867190662374,0.8791666204629472,4.333333333333334,4.947368421052632,2.357022603955158,2.038412287477588,5,2.9473684210526314,0.9110175397125628,0.7854035841032989,1.7600000000000002,1.898947368421053,0.6731022705849882,0.5677091058005538,1.54,0.9326315789473684,1.0158616895540244,0.8985249454988564,7.071433333333333,7.725200000000001,1.9867524998236588,1.812420913701079,4.668900000000001,3.8280631578947366,1.0562162923180862,0.9049403318311966,2,6.315789473684211,0.4545454545454546,1.5789473684210529
3,1.69,1.6084615384615386,0.4108527716834827,0.3631877275511756,0.8999999999999999,0.382051282051282,1.07034961713379,1.0557351454526298,116.846,121.59697435897436,59.577949097519856,50.818277470826445,144.74200000000002,56.41328205128206,0.9509867190662374,0.8938041111339855,4.333333333333334,4.846153846153847,2.357022603955158,2.106625221173716,5,2.8461538461538467,0.9110175397125628,0.7976480517623008,1.7600000000000002,1.8712820512820516,0.6731022705849882,0.5857591151317194,1.54,0.8876923076923079,1.0158616895540244,0.9147607143077569,7.071433333333333,7.638417948717949,1.9867524998236588,1.8673041722571944,4.668900000000001,3.618607692307693,1.0562162923180862,0.9220899998703288,2,6.153846153846154,0.4536862003780718,1.5384615384615383
3,1.69,1.625,0.4108527716834827,0.3731956591387418,0.8999999999999999,0.3724999999999999,1.07034961713379,1.0567959033493608,116.846,119.5345,59.577949097519856,51.8057246909065,144.74200000000002,54.0255,0.9509867190662374,0.9073591843055244,4.333333333333334,4.75,2.357022603955158,2.165063509461097,5,2.75,0.9110175397125628,0.8092054732283176,1.7600000000000002,1.845,0.6731022705849882,0.6012279101971232,1.54,0.8450000000000001,1.0158616895540244,0.9295234140337698,7.071433333333333,7.555975,1.9867524998236588,1.9143487148048552,4.668900000000001,3.4196250000000004,1.0562162923180862,0.9373572850189312,2,6.0,0.4528301886792453,1.5
3,1.38,1.4401666666666668,0.1801850900231944,0.1225083897353791,0.4400000000000001,0.8645000000000002,1.0901135158689397,0.7256777375517541,88.41966666666666,140.39448333333334,73.7182204086766,70.65416165626567,164.13100000000003,124.47295,0.7719730592140251,0.3616072863045219,5.333333333333333,6.916666666666667,2.6246692913372702,2.841898817496656,6,5.783333333333334,0.9840865030829148,0.4660090850154585,1.82,1.915,0.3475629439396553,0.3943031828428475,0.8400000000000001,1.3983333333333334,1.0798100043747312,0.6270016555708225,7.8934,8.151578333333333,0.9988816179441222,1.1291484211699347,2.405500000000001,5.692688333333334,1.0904462049085462,0.6610814405988297,3,4.883333333333333,0.3048907388137357,6.9
3,1.38,1.437,0.1801850900231944,0.1269159827077215,0.4400000000000001,0.8223333333333334,1.0901135158689397,0.77251415070984,88.41966666666666,137.6589666666667,73.7182204086766,71.76341601284197,164.13100000000003,120.80123333333334,0.7719730592140251,0.3840539948051816,5.333333333333333,6.833333333333333,2.6246692913372702,2.852873794770615,6,5.5666666666666655,0.9840865030829148,0.5093242861808519,1.82,1.91,0.3475629439396553,0.3925557285278105,0.8400000000000001,1.33,1.0798100043747312,0.6843994272564262,7.8934,8.137990000000002,0.9988816179441222,1.1241484063799885,2.405500000000001,5.407376666666667,1.0904462049085462,0.7176936459657056,3,4.766666666666666,0.3036093418259023,6.799999999999999
3,1.38,1.4338333333333335,0.1801850900231944,0.1310990931403502,0.4400000000000001,0.7801666666666668,1.0901135158689397,0.8120301244844317,88.41966666666666,134.92345000000003,73.7182204086766,72.75300058037126,164.13100000000003,117.12951666666667,0.7719730592140251,0.4053735584228176,5.333333333333333,6.750000000000001,2.6246692913372702,2.8613807855648994,6,5.3500000000000005,0.9840865030829148,0.5481068135404408,1.82,1.905,0.3475629439396553,0.3907364840912607,0.8400000000000001,1.261666666666667,1.0798100043747312,0.7329008831953807,7.8934,8.124401666666666,0.9988816179441222,1.1189610522700166,2.405500000000001,5.122065,1.0904462049085462,0.7652637708612637,3,4.65,0.3022751895991332,6.700000000000001
3,1.38,1.430666666666667,0.1801850900231944,0.1350785779545455,0.4400000000000001,0.7380000000000001,1.0901135158689397,0.8466662137341009,88.41966666666666,132.18793333333335,73.7182204086766,73.62774073809108,164.13100000000003,113.4578,0.7719730592140251,0.4261367251594226,5.333333333333333,6.666666666666666,2.6246692913372702,2.867441755680876,6,5.133333333333333,0.9840865030829148,0.5840070660932889,1.82,1.9,0.3475629439396553,0.3888444419044716,0.8400000000000001,1.1933333333333334,1.0798100043747312,0.7754795780452975,7.8934,8.110813333333335,0.9988816179441222,1.1135837408215976,2.405500000000001,4.836753333333334,1.0904462049085462,0.8068061785234822,3,4.533333333333333,0.3008849557522124,6.6
3,1.38,1.4275,0.1801850900231944,0.1388719434107072,0.4400000000000001,0.6958333333333334,1.0901135158689397,0.8775681982050766,88.41966666666666,129.45241666666666,73.7182204086766,74.39168781575258,164.13100000000003,109.78608333333334,0.7719730592140251,0.4466135539310479,5.333333333333333,6.583333333333333,2.6246692913372702,2.8710721961587025,6,4.916666666666667,0.9840865030829148,0.6177827258264882,1.82,1.895,0.3475629439396553,0.3868785339095464,0.8400000000000001,1.125,1.0798100043747312,0.8135300564881662,7.8934,8.097225,0.9988816179441222,1.108013706387095,2.405500000000001,4.551441666666667,1.0904462049085462,0.8437385438354262,3,4.416666666666666,0.2994350282485875,6.5
3,1.38,1.4243333333333337,0.1801850900231944,0.1424940544568634,0.4400000000000001,0.6536666666666667,1.0901135158689397,0.9054011012041367,88.41966666666666,126.7169,73.7182204086766,75.04822531605927,164.13100000000003,106.11436666666668,0.7719730592140251,0.4669644360880034,5.333333333333333,6.5,2.6246692913372702,2.8722813232690143,6,4.699999999999999,0.9840865030829148,0.6498621061516273,1.82,1.89,0.3475629439396553,0.3848376280978772,0.8400000000000001,1.0566666666666669,1.0798100043747312,0.8478607940986386,7.8934,8.083636666666667,0.9988816179441222,1.102248027285854,2.405500000000001,4.26613,1.0904462049085462,0.8768854194112665,3,4.3,0.2979214780600461,6.4
3,1.38,1.421166666666667,0.1801850900231944,0.1459576612887754,0.4400000000000001,0.6115,1.0901135158689397,0.930596267528909,88.41966666666666,123.98138333333334,73.7182204086766,75.60015163500923,164.13100000000003,102.44265,0.7719730592140251,0.4872974019000017,5.333333333333333,6.416666666666667,2.6246692913372702,2.8710721961587025,6,4.4833333333333325,0.9840865030829148,0.6805138661250998,1.82,1.885,0.3475629439396553,0.3827205246651922,0.8400000000000001,0.9883333333333332,1.0798100043747312,0.8789954895124013,7.8934,8.070048333333334,0.9988816179441222,1.0962836166630832,2.405500000000001,3.980818333333333,1.0904462049085462,0.906782973169738,3,4.183333333333333,0.2963400236127508,6.299999999999999
3,1.38,1.418,0.1801850900231944,0.1492737976560745,0.4400000000000001,0.5693333333333334,1.0901135158689397,0.9534531996176648,88.41966666666666,121.24586666666669,73.7182204086766,76.04974443425537,164.13100000000003,98.77093333333336,0.7719730592140251,0.5076914713751621,5.333333333333333,6.333333333333333,2.6246692913372702,2.867441755680876,6,4.266666666666667,0.9840865030829148,0.7099164082413006,1.82,1.8800000000000003,0.3475629439396553,0.380525951808809,0.8400000000000001,0.92,1.0798100043747312,0.9072972087101256,7.8934,8.056460000000001,0.9988816179441222,1.0901172125357288,2.405500000000001,3.6955066666666663,1.0904462049085462,0.9338046414737232,3,4.066666666666667,0.2946859903381643,6.200000000000001
3,1.38,1.4148333333333334,0.1801850900231944,0.1524520871909889,0.4400000000000001,0.5271666666666668,1.0901135158689397,0.9741893844004168,88.41966666666666,118.51035,73.7182204086766,76.39881037638938,164.13100000000003,95.09921666666668,0.7719730592140251,0.528207932731979,5.333333333333333,6.25,2.6246692913372702,2.8613807855648994,6,4.050000000000001,0.9840865030829148,0.7381915122479921,1.82,1.875,0.3475629439396553,0.3782525611281436,0.8400000000000001,0.851666666666667,1.0798100043747312,0.9330291085552248,7.8934,8.042871666666667,0.9988816179441222,1.083745366939988,2.405500000000001,3.4101950000000008,1.0904462049085462,0.9582226367109812,3,3.95,0.2929542645241038,6.1
3,1.38,1.4116666666666668,0.1801850900231944,0.1555009824906439,0.4400000000000001,0.4850000000000001,1.0901135158689397,0.992967571637255,88.41966666666666,115.77483333333332,73.7182204086766,76.64872290176936,164.13100000000003,91.4275,0.7719730592140251,0.5488964123493247,5.333333333333333,6.166666666666667,2.6246692913372702,2.852873794770615,6,3.8333333333333335,0.9840865030829148,0.7654225169154467,1.82,1.87,0.3475629439396553,0.37589892258425,0.8400000000000001,0.7833333333333334,1.0798100043747312,0.9563876699894912,7.8934,8.029283333333334,0.9988816179441222,1.0771644340840243,2.405500000000001,3.124883333333334,1.0904462049085462,0.9802416378302622,3,3.8333333333333335,0.2911392405063291,6.0
3,1.25,1.1703654485049837,0.16062378404209,0.183651227668465,0.3899999999999999,0.6867774086378738,1.0902238675181963,0.6974833038180546,92.18633333333334,81.63237873754153,64.06631170036941,70.07521793483082,148.883,59.90449833887043,0.865292665337783,0.5913019831551394,7.333333333333333,5.684385382059801,2.6246692913372702,0.561845000840125,6,3.950166112956811,1.0376517997982746,0.6407578208570164,1.9933333333333327,2.218936877076412,0.4458200932613463,0.5086039122314056,1.08,1.7079734219269105,1.0738692811501167,0.5514420887915509,8.545333333333334,9.417562790697676,1.28519152744726,1.3262317775004533,2.8104,6.858051827242525,1.0876397332326495,0.5975452126091112,3,1.0299003322259137,0.0996464159434265,4.651162790697675
3,1.25,1.170728476821192,0.16062378404209,0.1834550645587345,0.3899999999999999,0.6802649006622518,1.0902238675181963,0.713903634122889,92.18633333333334,81.57249006622517,64.06631170036941,69.96681854718092,148.883,59.49572185430464,0.865292665337783,0.6041512233850402,7.333333333333333,5.701986754966887,2.6246692913372702,0.6386523682776791,6,3.900662251655629,1.0376517997982746,0.6664570240606791,1.9933333333333327,2.217880794701987,0.4458200932613463,0.5080916239940179,1.08,1.6960264900662254,1.0738692811501167,0.565415426176008,8.545333333333334,9.411962913907283,1.28519152744726,1.3275938877571152,2.8104,6.809758940397352,1.0876397332326495,0.610925996245143,3,1.0596026490066226,0.102498398462524,4.635761589403973
3,1.25,1.171089108910891,0.16062378404209,0.1832592763180944,0.3899999999999999,0.6737953795379538,1.0902238675181963,0.7283310672033289,92.18633333333334,81.51299669966996,64.06631170036941,69.85891729266652,148.883,59.08964356435644,0.865292665337783,0.6155947291984397,7.333333333333333,5.719471947194719,2.6246692913372702,0.7063014705951385,6,3.8514851485148514,1.0376517997982746,0.6885492772108168,1.9933333333333327,2.2168316831683166,0.4458200932613463,0.5075800296711144,1.08,1.684158415841584,1.0738692811501167,0.5778376537206146,8.545333333333334,9.406399999999998,1.28519152744726,1.3289222611716696,2.8104,6.761784818481847,1.0876397332326495,0.622823135612964,3,1.089108910891089,0.1053303542930098,4.62046204620462
3,1.25,1.171447368421053,0.16062378404209,0.1830638653827244,0.3899999999999999,0.6673684210526316,1.0902238675181963,0.7414464187927889,92.18633333333334,81.4538947368421,64.06631170036941,69.75151039801726,148.883,58.68623684210528,0.865292665337783,0.6261140889372026,7.333333333333333,5.7368421052631575,2.6246692913372702,0.7672305124796448,6,3.8026315789473686,1.0376517997982746,0.708259657201259,1.9933333333333327,2.2157894736842105,0.4458200932613463,0.5070691408214537,1.08,1.6723684210526315,1.0738692811501167,0.5892393254840165,8.545333333333334,9.400873684210524,1.28519152744726,1.330217547242439,2.8104,6.714126315789474,1.0876397332326495,0.6337446116947204,3,1.118421052631579,0.1081424936386768,4.605263157894737
3,1.25,1.1718032786885246,0.16062378404209,0.1828688340889542,0.3899999999999999,0.6609836065573771,1.0902238675181963,0.7535757766386436,92.18633333333334,81.39518032786886,64.06631170036941,69.64459412947488,148.883,58.28547540983608,0.865292665337783,0.6359394004295027,7.333333333333333,5.754098360655738,2.6246692913372702,0.8229442883941727,6,3.754098360655738,1.0376517997982746,0.7261787926918797,1.9933333333333327,2.214754098360656,0.4458200932613463,0.5065589686430512,1.08,1.6606557377049185,1.0738692811501167,0.5998740942030863,8.545333333333334,9.395383606557376,1.28519152744726,1.331480380257232,2.8104,6.666780327868852,1.0876397332326495,0.6439332130389603,3,1.1475409836065575,0.1109350237717908,4.59016393442623
3,1.25,1.172156862745098,0.16062378404209,0.1826741846759425,0.3899999999999999,0.654640522875817,1.0902238675181963,0.764912780574684,92.18633333333334,81.33684967320261,64.06631170036941,69.53816479226892,148.883,57.88733333333334,0.865292665337783,0.6452069823852504,7.333333333333333,5.771241830065359,2.6246692913372702,0.8744502065529185,6,3.7058823529411766,1.0376517997982746,0.7426595470098001,1.9933333333333327,2.2137254901960786,0.4458200932613463,0.5060495239823855,1.08,1.6490196078431372,1.0738692811501167,0.6098923251570846,8.545333333333334,9.389929411764706,1.28519152744726,1.3327113797383014,2.8104,6.6197437908496735,1.0876397332326495,0.6535328228261457,3,1.1764705882352942,0.1137081490840177,4.57516339869281
3,1.25,1.1725081433224755,0.16062378404209,0.1824799192882829,0.3899999999999999,0.6483387622149837,1.0902238675181963,0.7755864136133448,92.18633333333334,81.2788990228013,64.06631170036941,69.43221873010103,148.883,57.49178501628664,0.865292665337783,0.6540074319819826,7.333333333333333,5.788273615635179,2.6246692913372702,0.922462687850573,6,3.6579804560260585,1.0376517997982746,0.7579382886919954,1.9933333333333327,2.212703583061889,0.4458200932613463,0.5055408173433585,1.08,1.637459283387622,1.0738692811501167,0.6193940106629514,8.545333333333334,9.384510749185669,1.28519152744726,1.3339111508712476,2.8104,6.573013680781759,1.0876397332326495,0.662639095364347,3,1.2052117263843647,0.116462071136292,4.560260586319218
3,1.25,1.1728571428571428,0.16062378404209,0.1822860399785389,0.3899999999999999,0.642077922077922,1.0902238675181963,0.7856890768990934,92.18633333333334,81.22132467532467,64.06631170036941,69.32675232463727,148.883,57.0988051948052,0.865292665337783,0.662405511059122,7.333333333333333,5.805194805194805,2.6246692913372702,0.96751067699684,6,3.6103896103896105,1.0376517997982746,0.77218523100388,1.9933333333333327,2.211688311688312,0.4458200932613463,0.5050328588960149,1.08,1.625974025974026,1.0738692811501167,0.6284506704469616,8.545333333333334,9.379127272727272,1.28519152744726,1.3350802849185797,2.8104,6.5265870129870125,1.0876397332326495,0.6713204282512819,3,1.2337662337662338,0.1191969887076537,4.545454545454545
3,1.25,1.1732038834951457,0.16062378404209,0.1820925487097098,0.3899999999999999,0.6358576051779936,1.0902238675181963,0.7952903978796039,92.18633333333334,81.16412297734628,64.06631170036941,69.22176199500859,148.883,56.70836893203885,0.865292665337783,0.6704499188366077,7.333333333333333,5.82200647249191,2.6246692913372702,1.0099991284354195,6,3.563106796116505,1.0376517997982746,0.785529248233062,1.9933333333333327,2.2106796116504857,0.4458200932613463,0.5045256584850291,1.08,1.6145631067961168,1.0738692811501167,0.6371161163287535,8.545333333333334,9.3737786407767,1.28519152744726,1.3362193596185887,2.8104,6.480460841423948,1.0876397332326495,0.6796282698721914,3,1.262135922330097,0.1219130978430759,4.53074433656958
3,1.25,1.1735483870967742,0.16062378404209,0.1818994473576305,0.3899999999999999,0.6296774193548388,1.0902238675181963,0.8044448353723996,92.18633333333334,81.10729032258065,64.06631170036941,69.11724419731911,148.883,56.32045161290323,0.865292665337783,0.6781786699992814,7.333333333333333,5.838709677419354,2.6246692913372702,1.0502464900709487,6,3.5161290322580645,1.0376517997982746,0.798071575983865,1.9933333333333327,2.209677419354839,0.4458200932613463,0.5040192256379662,1.08,1.603225806451613,1.0738692811501167,0.6454323773759667,8.545333333333334,9.368464516129032,1.28519152744726,1.3373289395701649,2.8104,6.434632258064516,1.0876397332326495,0.6876027923874188,3,1.2903225806451613,0.1246105919003115,4.516129032258064
3,1.25,1.1738906752411575,0.16062378404209,0.181706737713306,0.3899999999999999,0.6235369774919612,1.0902238675181963,0.8131962215653035,92.18633333333334,81.0508231511254,64.06631170036941,69.01319542416226,148.883,55.93502893890675,0.865292665337783,0.6856223040225013,7.333333333333333,5.855305466237942,2.6246692913372702,1.0885087382514955,6,3.4694533762057875,1.0376517997982746,0.8098940131929503,1.9933333333333327,2.2086816720257234,0.4458200932613463,0.5035135695733246,1.08,1.5919614147909966,1.0738692811501167,0.6534332363961153,8.545333333333334,9.3631845659164,1.28519152744726,1.3384095766041542,2.8104,6.389098392282957,1.0876397332326495,0.6952762774027708,3,1.3183279742765273,0.1272896615957777,4.5016077170418
3,1.25,1.1742307692307692,0.16062378404209,0.1815144214851827,0.3899999999999999,0.6174358974358974,1.0902238675181963,0.8215806457399053,92.18633333333334,80.99471794871795,64.06631170036941,68.90961220414445,148.883,55.552076923076925,0.865292665337783,0.6928059210784208,7.333333333333333,5.871794871794871,2.6246692913372702,1.124995434281041,6,3.423076923076923,1.0376517997982746,0.8210641424372378,1.9933333333333327,2.2076923076923074,0.4458200932613463,0.5030086992083634,1.08,1.5807692307692307,1.0738692811501167,0.6611464738411317,8.545333333333334,9.35793846153846,1.28519152744726,1.3394618101418203,2.8104,6.343856410256409,1.0876397332326495,0.7026752639770542,3,1.346153846153846,0.1299504950495049,4.487179487179487
